Month,Risk,Facility Type,total_inspections,failed_inspections,Treemap Failure Rate
2021Q1,Risk 1 (High),BANQUET HALL,1,0,0.0
2021Q1,Risk 1 (High),Bakery,29,8,27.59
2021Q1,Risk 1 (High),Banquet Hall,1,0,0.0
2021Q1,Risk 1 (High),CAFETERIA,3,0,0.0
2021Q1,Risk 1 (High),CHARTER SCHOOL,1,0,0.0
2021Q1,Risk 1 (High),COMMISSARY,3,2,66.67
2021Q1,Risk 1 (High),COOKING SCHOOL,2,0,0.0
2021Q1,Risk 1 (High),Catering,20,6,30.0
2021Q1,Risk 1 (High),Children's Services Facility,107,15,14.02
2021Q1,Risk 1 (High),DAYCARE,2,0,0.0
2021Q1,Risk 1 (High),DELI/BAKERY,1,0,0.0
2021Q1,Risk 1 (High),Daycare (2 - 6 Years),24,4,16.67
2021Q1,Risk 1 (High),Daycare (Under 2 Years),2,1,50.0
2021Q1,Risk 1 (High),Daycare Above and Under 2 Years,39,4,10.26
2021Q1,Risk 1 (High),Daycare Combo 1586,1,0,0.0
2021Q1,Risk 1 (High),GROCERY STORE/COOKING SCHOOL,2,1,50.0
2021Q1,Risk 1 (High),GROCERY/DELI,1,0,0.0
2021Q1,Risk 1 (High),GROCERY/RESTAURANT,2,1,50.0
2021Q1,Risk 1 (High),Golden Diner,9,2,22.22
2021Q1,Risk 1 (High),Grocery Store,139,25,17.99
2021Q1,Risk 1 (High),HIGH SCHOOL KITCHEN,1,0,0.0
2021Q1,Risk 1 (High),HOTEL,1,0,0.0
2021Q1,Risk 1 (High),Hospital,7,2,28.57
2021Q1,Risk 1 (High),Long Term Care,3,1,33.33
2021Q1,Risk 1 (High),Mobile Food Preparer,1,1,100.0
2021Q1,Risk 1 (High),PASTRY SCHOOL,1,0,0.0
2021Q1,Risk 1 (High),Restaurant,2222,388,17.46
2021Q1,Risk 1 (High),SUPPORTIVE LIVING,1,0,0.0
2021Q1,Risk 1 (High),School,212,41,19.34
2021Q1,Risk 1 (High),Shared Kitchen,5,1,20.0
2021Q1,Risk 1 (High),Shared Kitchen User (Long Term),2,0,0.0
2021Q1,Risk 2 (Medium),BUTCHER SHOP,1,0,0.0
2021Q1,Risk 2 (Medium),Bakery,29,6,20.69
2021Q1,Risk 2 (Medium),GAS STATION/RESTAURANT,1,0,0.0
2021Q1,Risk 2 (Medium),Grocery Store,97,30,30.93
2021Q1,Risk 2 (Medium),ICE CREAM SHOP,1,0,0.0
2021Q1,Risk 2 (Medium),LIVE POULTRY,3,0,0.0
2021Q1,Risk 2 (Medium),Live Poultry,3,1,33.33
2021Q1,Risk 2 (Medium),Mobile Food Preparer,1,1,100.0
2021Q1,Risk 2 (Medium),ROOF TOPS,2,0,0.0
2021Q1,Risk 2 (Medium),Restaurant,304,40,13.16
2021Q1,Risk 2 (Medium),School,1,0,0.0
2021Q1,Risk 2 (Medium),Shared Kitchen User (Long Term),3,1,33.33
2021Q1,Risk 2 (Medium),TAVERN,2,0,0.0
2021Q1,Risk 2 (Medium),Wholesale,3,1,33.33
2021Q1,Risk 2 (Medium),butcher shop,1,0,0.0
2021Q1,Risk 3 (Low),GAS STATION,1,0,0.0
2021Q1,Risk 3 (Low),GROCERY/DELI,1,0,0.0
2021Q1,Risk 3 (Low),Grocery Store,98,18,18.37
2021Q1,Risk 3 (Low),HOTEL,1,0,0.0
2021Q1,Risk 3 (Low),Liquor,15,4,26.67
2021Q1,Risk 3 (Low),Mobile Frozen Desserts Vendor,1,0,0.0
2021Q1,Risk 3 (Low),Restaurant,20,3,15.0
2021Q1,Risk 3 (Low),School,3,0,0.0
2021Q1,Risk 3 (Low),TAVERN,1,0,0.0
2021Q1,Risk 3 (Low),hair salon,1,1,100.0
2021Q2,Risk 1 (High),1023-CHILDREN'S SERVICES FACILITY,1,0,0.0
2021Q2,Risk 1 (High),Assisted Living Senior Care,1,0,0.0
2021Q2,Risk 1 (High),BANQUET HALL,1,0,0.0
2021Q2,Risk 1 (High),Bakery,36,11,30.56
2021Q2,Risk 1 (High),CAFETERIA,1,0,0.0
2021Q2,Risk 1 (High),CHARTER,1,0,0.0
2021Q2,Risk 1 (High),CHARTER SCHOOL,5,1,20.0
2021Q2,Risk 1 (High),CHURCH KITCHEN,1,0,0.0
2021Q2,Risk 1 (High),Catering,19,2,10.53
2021Q2,Risk 1 (High),Children's Services Facility,169,34,20.12
2021Q2,Risk 1 (High),DAY CARE 2-14,1,0,0.0
2021Q2,Risk 1 (High),DAYCARE,2,0,0.0
2021Q2,Risk 1 (High),Daycare (2 - 6 Years),34,8,23.53
2021Q2,Risk 1 (High),Daycare (Under 2 Years),5,1,20.0
2021Q2,Risk 1 (High),Daycare Above and Under 2 Years,84,20,23.81
2021Q2,Risk 1 (High),Daycare Combo 1586,7,1,14.29
2021Q2,Risk 1 (High),GAS STATION,1,0,0.0
2021Q2,Risk 1 (High),GROCERY/BAKERY,1,0,0.0
2021Q2,Risk 1 (High),GROCERY/TAQUERIA,1,0,0.0
2021Q2,Risk 1 (High),Golden Diner,16,2,12.5
2021Q2,Risk 1 (High),Grocery Store,167,38,22.75
2021Q2,Risk 1 (High),HOTEL,4,0,0.0
2021Q2,Risk 1 (High),Hospital,14,1,7.14
2021Q2,Risk 1 (High),Long Term Care,60,12,20.0
2021Q2,Risk 1 (High),Mobile Food Preparer,3,1,33.33
2021Q2,Risk 1 (High),NURSING HOME,1,0,0.0
2021Q2,Risk 1 (High),PRIVATE SCHOOL,1,0,0.0
2021Q2,Risk 1 (High),PUBLIC SHCOOL,1,0,0.0
2021Q2,Risk 1 (High),RESTAURANT/BAR,2,0,0.0
2021Q2,Risk 1 (High),ROOFTOP,1,0,0.0
2021Q2,Risk 1 (High),Restaurant,2605,520,19.96
2021Q2,Risk 1 (High),SENIOR DAY CARE,1,0,0.0
2021Q2,Risk 1 (High),STADIUM,1,0,0.0
2021Q2,Risk 1 (High),SUPPORTIVE LIVING,1,0,0.0
2021Q2,Risk 1 (High),School,404,81,20.05
2021Q2,Risk 1 (High),Shared Kitchen,4,0,0.0
2021Q2,Risk 1 (High),Shelter,1,0,0.0
2021Q2,Risk 1 (High),Special Event,2,1,50.0
2021Q2,Risk 1 (High),banquets,1,0,0.0
2021Q2,Risk 2 (Medium),Bakery,36,7,19.44
2021Q2,Risk 2 (Medium),Coffee shop,1,0,0.0
2021Q2,Risk 2 (Medium),Daycare (2 - 6 Years),1,0,0.0
2021Q2,Risk 2 (Medium),Grocery Store,103,25,24.27
2021Q2,Risk 2 (Medium),LIVE POULTRY,3,2,66.67
2021Q2,Risk 2 (Medium),MOVIE THEATER,1,0,0.0
2021Q2,Risk 2 (Medium),Mobile Food Dispenser,1,0,0.0
2021Q2,Risk 2 (Medium),Mobile Food Preparer,19,2,10.53
2021Q2,Risk 2 (Medium),Pop-Up Establishment Host-Tier II,4,1,25.0
2021Q2,Risk 2 (Medium),Pop-Up Food Establishment User-Tier II,3,2,66.67
2021Q2,Risk 2 (Medium),RIVERWALK,1,0,0.0
2021Q2,Risk 2 (Medium),ROOF TOP,2,0,0.0
2021Q2,Risk 2 (Medium),ROOF TOPS,1,0,0.0
2021Q2,Risk 2 (Medium),ROOFTOP,2,0,0.0
2021Q2,Risk 2 (Medium),ROOFTOPS,1,0,0.0
2021Q2,Risk 2 (Medium),Restaurant,452,73,16.15
2021Q2,Risk 2 (Medium),STADIUM,1,0,0.0
2021Q2,Risk 2 (Medium),STORE,1,0,0.0
2021Q2,Risk 2 (Medium),School,21,7,33.33
2021Q2,Risk 2 (Medium),Shared Kitchen User (Long Term),2,0,0.0
2021Q2,Risk 2 (Medium),TEST KITCHEN/ STORAGE,2,0,0.0
2021Q2,Risk 2 (Medium),Wholesale,1,0,0.0
2021Q2,Risk 3 (Low),Bakery,1,0,0.0
2021Q2,Risk 3 (Low),GAS STATION,4,0,0.0
2021Q2,Risk 3 (Low),GROCERY STORE/GAS STATION,1,0,0.0
2021Q2,Risk 3 (Low),Grocery Store,118,22,18.64
2021Q2,Risk 3 (Low),HERBAL MEDICINE,1,0,0.0
2021Q2,Risk 3 (Low),HOTEL,5,0,0.0
2021Q2,Risk 3 (Low),Hair Salon,2,0,0.0
2021Q2,Risk 3 (Low),Liquor,35,10,28.57
2021Q2,Risk 3 (Low),Mobile Food Dispenser,2,0,0.0
2021Q2,Risk 3 (Low),Mobile Prepared Food Vendor,2,0,0.0
2021Q2,Risk 3 (Low),Restaurant,34,5,14.71
2021Q2,Risk 3 (Low),SPA,1,0,0.0
2021Q2,Risk 3 (Low),STORE,2,0,0.0
2021Q2,Risk 3 (Low),School,7,0,0.0
2021Q2,Risk 3 (Low),Shared Kitchen User (Long Term),1,0,0.0
2021Q2,Risk 3 (Low),TAVERN,4,1,25.0
2021Q2,Risk 3 (Low),Wholesale,1,0,0.0
2021Q2,Risk 3 (Low),tavern,2,0,0.0
2021Q3,Risk 1 (High),1023 CHILDERN'S SERVICES FACILITY,1,0,0.0
2021Q3,Risk 1 (High),BANQUET,3,0,0.0
2021Q3,Risk 1 (High),BANQUET HALL,2,0,0.0
2021Q3,Risk 1 (High),BANQUET HALL/CATERING,1,0,0.0
2021Q3,Risk 1 (High),Bakery,23,4,17.39
2021Q3,Risk 1 (High),CAFETERIA,1,0,0.0
2021Q3,Risk 1 (High),COOKING SCHOOL,1,0,0.0
2021Q3,Risk 1 (High),Catering,23,2,8.7
2021Q3,Risk 1 (High),Children's Services Facility,137,25,18.25
2021Q3,Risk 1 (High),Daycare (2 - 6 Years),27,3,11.11
2021Q3,Risk 1 (High),Daycare (Under 2 Years),3,1,33.33
2021Q3,Risk 1 (High),Daycare Above and Under 2 Years,69,14,20.29
2021Q3,Risk 1 (High),Daycare Combo 1586,1,0,0.0
2021Q3,Risk 1 (High),Daycare Night,1,0,0.0
2021Q3,Risk 1 (High),GROCERY STORE/GAS STATION,2,1,50.0
2021Q3,Risk 1 (High),Golden Diner,2,0,0.0
2021Q3,Risk 1 (High),Grocery Store,150,31,20.67
2021Q3,Risk 1 (High),Hospital,23,6,26.09
2021Q3,Risk 1 (High),LOUNGE/BANQUET HALL,1,0,0.0
2021Q3,Risk 1 (High),Long Term Care,51,18,35.29
2021Q3,Risk 1 (High),PALETERIA,1,0,0.0
2021Q3,Risk 1 (High),PRIVATE SCHOOL,6,0,0.0
2021Q3,Risk 1 (High),Private School,1,0,0.0
2021Q3,Risk 1 (High),REGULATED BUSINESS,1,0,0.0
2021Q3,Risk 1 (High),RESTAURANT/GROCERY STORE,2,0,0.0
2021Q3,Risk 1 (High),Restaurant,2279,473,20.75
2021Q3,Risk 1 (High),STADIUM,1,0,0.0
2021Q3,Risk 1 (High),School,218,47,21.56
2021Q3,Risk 1 (High),Shared Kitchen,12,2,16.67
2021Q3,Risk 1 (High),Shared Kitchen User (Long Term),4,0,0.0
2021Q3,Risk 1 (High),Shelter,2,1,50.0
2021Q3,Risk 1 (High),Special Event,3,0,0.0
2021Q3,Risk 1 (High),private school,1,0,0.0
2021Q3,Risk 1 (High),youth housing,1,0,0.0
2021Q3,Risk 2 (Medium),BANQUET HALL,2,0,0.0
2021Q3,Risk 2 (Medium),Bakery,23,0,0.0
2021Q3,Risk 2 (Medium),Banquet,1,0,0.0
2021Q3,Risk 2 (Medium),CUSTOM POULTRY SLAUGHTER,2,0,0.0
2021Q3,Risk 2 (Medium),Grocery Store,111,30,27.03
2021Q3,Risk 2 (Medium),HOT DOG STATION,1,1,100.0
2021Q3,Risk 2 (Medium),ICE CREAM,1,0,0.0
2021Q3,Risk 2 (Medium),ICE CREAM SHOP,2,0,0.0
2021Q3,Risk 2 (Medium),JUICE AND SALAD BAR,1,0,0.0
2021Q3,Risk 2 (Medium),LIQUOR/COFFEE KIOSK,1,0,0.0
2021Q3,Risk 2 (Medium),LIVE POULTRY,5,3,60.0
2021Q3,Risk 2 (Medium),MOBILE FOOD,2,1,50.0
2021Q3,Risk 2 (Medium),Mobile Food Preparer,30,8,26.67
2021Q3,Risk 2 (Medium),NUTRITION SHAKES,1,0,0.0
2021Q3,Risk 2 (Medium),Pop-Up Establishment Host-Tier II,3,0,0.0
2021Q3,Risk 2 (Medium),RIVERWALK,1,0,0.0
2021Q3,Risk 2 (Medium),ROOFTOP,1,0,0.0
2021Q3,Risk 2 (Medium),ROOFTOPS,1,0,0.0
2021Q3,Risk 2 (Medium),Restaurant,463,86,18.57
2021Q3,Risk 2 (Medium),STORE,1,0,0.0
2021Q3,Risk 2 (Medium),School,31,12,38.71
2021Q3,Risk 2 (Medium),Shared Kitchen,1,0,0.0
2021Q3,Risk 2 (Medium),Shared Kitchen User (Long Term),7,0,0.0
2021Q3,Risk 2 (Medium),Shared Kitchen User (Short Term),1,0,0.0
2021Q3,Risk 2 (Medium),Special Event,9,2,22.22
2021Q3,Risk 2 (Medium),TAVERN,2,1,50.0
2021Q3,Risk 2 (Medium),WRIGLEY ROOFTOP,1,0,0.0
2021Q3,Risk 3 (Low),Bakery,2,1,50.0
2021Q3,Risk 3 (Low),GAS STATION,8,3,37.5
2021Q3,Risk 3 (Low),GROCERY & LIQUOR STORE,4,2,50.0
2021Q3,Risk 3 (Low),GROCERY/GAS STATION,1,0,0.0
2021Q3,Risk 3 (Low),Grocery Store,107,19,17.76
2021Q3,Risk 3 (Low),Liquor,10,2,20.0
2021Q3,Risk 3 (Low),Mobile Food Dispenser,7,2,28.57
2021Q3,Risk 3 (Low),Mobile Frozen Desserts Vendor,1,0,0.0
2021Q3,Risk 3 (Low),Mobile Prepared Food Vendor,2,0,0.0
2021Q3,Risk 3 (Low),Restaurant,29,5,17.24
2021Q3,Risk 3 (Low),School,7,3,42.86
2021Q3,Risk 3 (Low),Shared Kitchen User (Long Term),1,0,0.0
2021Q3,Risk 3 (Low),Special Event,1,0,0.0
2021Q3,Risk 3 (Low),TAVERN,12,3,25.0
2021Q3,Risk 3 (Low),TRUCK,1,0,0.0
2021Q3,Risk 3 (Low),hair salon,1,0,0.0
2021Q4,Risk 1 (High),1023 CHILDREN'S SERVICES FACILITY,1,0,0.0
2021Q4,Risk 1 (High),ADULT DAYCARE,3,0,0.0
2021Q4,Risk 1 (High),AFTER SCHOOL PROGRAM,1,0,0.0
2021Q4,Risk 1 (High),ARCHDIOCESE,1,1,100.0
2021Q4,Risk 1 (High),ASSISTED LIVING,1,0,0.0
2021Q4,Risk 1 (High),BANQUET,3,0,0.0
2021Q4,Risk 1 (High),BANQUET HALL,2,0,0.0
2021Q4,Risk 1 (High),Bakery,16,4,25.0
2021Q4,Risk 1 (High),Banquet Hall,2,0,0.0
2021Q4,Risk 1 (High),CATERING/BANQUET,2,0,0.0
2021Q4,Risk 1 (High),CHARTER SCHOOL,1,0,0.0
2021Q4,Risk 1 (High),CHILDRENS SERVICES FACILITY,1,0,0.0
2021Q4,Risk 1 (High),COMMISSARY,1,0,0.0
2021Q4,Risk 1 (High),CULINARY SCHOOL,1,0,0.0
2021Q4,Risk 1 (High),Catering,33,4,12.12
2021Q4,Risk 1 (High),Children's Services Facility,136,17,12.5
2021Q4,Risk 1 (High),Daycare (2 - 6 Years),43,7,16.28
2021Q4,Risk 1 (High),Daycare (Under 2 Years),4,2,50.0
2021Q4,Risk 1 (High),Daycare Above and Under 2 Years,73,9,12.33
2021Q4,Risk 1 (High),Daycare Combo 1586,8,2,25.0
2021Q4,Risk 1 (High),EVENT SPACE,1,0,0.0
2021Q4,Risk 1 (High),FOOD BOOTH,1,0,0.0
2021Q4,Risk 1 (High),GROCERY STORE/GAS STATION,1,0,0.0
2021Q4,Risk 1 (High),Golden Diner,9,1,11.11
2021Q4,Risk 1 (High),Grocery & Restaurant,1,1,100.0
2021Q4,Risk 1 (High),Grocery Store,171,32,18.71
2021Q4,Risk 1 (High),Grocery(Sushi prep),1,0,0.0
2021Q4,Risk 1 (High),Hospital,20,5,25.0
2021Q4,Risk 1 (High),Long Term Care,28,8,28.57
2021Q4,Risk 1 (High),OUTREACH CULINARY KITCHEN,2,1,50.0
2021Q4,Risk 1 (High),PRIVATE SCHOOL,1,0,0.0
2021Q4,Risk 1 (High),Pop-Up Establishment Host-Tier III,4,2,50.0
2021Q4,Risk 1 (High),Restaurant,2248,409,18.19
2021Q4,Risk 1 (High),STADIUM,1,0,0.0
2021Q4,Risk 1 (High),School,175,54,30.86
2021Q4,Risk 1 (High),Shared Kitchen,2,0,0.0
2021Q4,Risk 1 (High),Shared Kitchen User (Long Term),5,0,0.0
2021Q4,Risk 1 (High),Shelter,2,0,0.0
2021Q4,Risk 1 (High),Wholesale,3,1,33.33
2021Q4,Risk 1 (High),school cafeteria,1,0,0.0
2021Q4,Risk 2 (Medium),BANQUET HALL,1,0,0.0
2021Q4,Risk 2 (Medium),Bakery,33,6,18.18
2021Q4,Risk 2 (Medium),COFFEE KIOSK,1,0,0.0
2021Q4,Risk 2 (Medium),CONVENIENT STORE,1,0,0.0
2021Q4,Risk 2 (Medium),CUSTOM POULTRY SLAUGHTER,1,0,0.0
2021Q4,Risk 2 (Medium),Grocery Store,132,31,23.48
2021Q4,Risk 2 (Medium),HERBAL LIFE SHOP,1,0,0.0
2021Q4,Risk 2 (Medium),ICE CREAM,2,1,50.0
2021Q4,Risk 2 (Medium),KIOSK,1,1,100.0
2021Q4,Risk 2 (Medium),LIVE POULTRY,2,0,0.0
2021Q4,Risk 2 (Medium),Liquor,4,1,25.0
2021Q4,Risk 2 (Medium),MOBIL FOOD PREPARED,1,0,0.0
2021Q4,Risk 2 (Medium),MOBILE FOOD,1,0,0.0
2021Q4,Risk 2 (Medium),Mobile Food Preparer,22,6,27.27
2021Q4,Risk 2 (Medium),POULTRY SLAUGHTER,1,0,0.0
2021Q4,Risk 2 (Medium),Restaurant,430,69,16.05
2021Q4,Risk 2 (Medium),School,20,4,20.0
2021Q4,Risk 2 (Medium),Special Event,1,0,0.0
2021Q4,Risk 2 (Medium),Wholesale,3,1,33.33
2021Q4,Risk 3 (Low),CONVENIENT STORE,1,0,0.0
2021Q4,Risk 3 (Low),Children's Services Facility,2,0,0.0
2021Q4,Risk 3 (Low),DISTILLERY WITH TASTING ROOM,3,1,33.33
2021Q4,Risk 3 (Low),FITNESS CENTER,3,2,66.67
2021Q4,Risk 3 (Low),FLEA MARKET,2,1,50.0
2021Q4,Risk 3 (Low),GAS STATION,1,0,0.0
2021Q4,Risk 3 (Low),GAS STATION/GROCERY,1,1,100.0
2021Q4,Risk 3 (Low),Grocery Store,134,21,15.67
2021Q4,Risk 3 (Low),Liquor,10,2,20.0
2021Q4,Risk 3 (Low),Mobile Food Dispenser,3,1,33.33
2021Q4,Risk 3 (Low),Restaurant,24,5,20.83
2021Q4,Risk 3 (Low),STORE,3,0,0.0
2021Q4,Risk 3 (Low),School,6,3,50.0
2021Q4,Risk 3 (Low),Special Event,1,0,0.0
2021Q4,Risk 3 (Low),TAVERN,5,1,20.0
2021Q4,Risk 3 (Low),Wholesale,1,0,0.0
2021Q4,Risk 3 (Low),gas station,2,0,0.0
2022Q1,Risk 1 (High),ADULT DAYCARE,1,0,0.0
2022Q1,Risk 1 (High),ARCHDIOCESE,1,0,0.0
2022Q1,Risk 1 (High),ASSISTED LIVING,3,3,100.0
2022Q1,Risk 1 (High),BANQUET,4,0,0.0
2022Q1,Risk 1 (High),BANQUET HALL,1,0,0.0
2022Q1,Risk 1 (High),Bakery,34,6,17.65
2022Q1,Risk 1 (High),CATERING/CAFE,1,1,100.0
2022Q1,Risk 1 (High),CHARTER,2,1,50.0
2022Q1,Risk 1 (High),CHARTER SCHOOL,5,1,20.0
2022Q1,Risk 1 (High),CHARTER SCHOOL CAFETERIA,1,0,0.0
2022Q1,Risk 1 (High),COOKING SCHOOL,2,1,50.0
2022Q1,Risk 1 (High),Catering,22,4,18.18
2022Q1,Risk 1 (High),Children's Services Facility,118,28,23.73
2022Q1,Risk 1 (High),DAYCARE 2 YRS TO 12 YRS,1,0,0.0
2022Q1,Risk 1 (High),DINING HALL,2,0,0.0
2022Q1,Risk 1 (High),Daycare (2 - 6 Years),16,4,25.0
2022Q1,Risk 1 (High),Daycare (Under 2 Years),3,0,0.0
2022Q1,Risk 1 (High),Daycare Above and Under 2 Years,35,3,8.57
2022Q1,Risk 1 (High),Daycare Combo 1586,9,3,33.33
2022Q1,Risk 1 (High),EVENT SPACE,1,0,0.0
2022Q1,Risk 1 (High),GROCERY STORE/COOKING SCHOOL,1,0,0.0
2022Q1,Risk 1 (High),GROCERY/DELI,1,0,0.0
2022Q1,Risk 1 (High),Golden Diner,14,2,14.29
2022Q1,Risk 1 (High),Grocery & Restaurant,1,0,0.0
2022Q1,Risk 1 (High),Grocery Store,168,30,17.86
2022Q1,Risk 1 (High),Grocery(Sushi prep),1,0,0.0
2022Q1,Risk 1 (High),HIGH SCHOOL KITCHEN,1,1,100.0
2022Q1,Risk 1 (High),Hospital,10,0,0.0
2022Q1,Risk 1 (High),Long Term Care,15,5,33.33
2022Q1,Risk 1 (High),PUBLIC SHCOOL,1,0,0.0
2022Q1,Risk 1 (High),Pop-Up Establishment Host-Tier III,1,1,100.0
2022Q1,Risk 1 (High),ROOFTOP,1,0,0.0
2022Q1,Risk 1 (High),ROOFTOPS,1,0,0.0
2022Q1,Risk 1 (High),Restaurant,2158,420,19.46
2022Q1,Risk 1 (High),SUPPORTIVE LIVING,2,1,50.0
2022Q1,Risk 1 (High),School,305,76,24.92
2022Q1,Risk 1 (High),Shared Kitchen,8,1,12.5
2022Q1,Risk 1 (High),Shared Kitchen User (Long Term),3,1,33.33
2022Q1,Risk 1 (High),Special Event,2,0,0.0
2022Q1,Risk 1 (High),cooking school,2,0,0.0
2022Q1,Risk 2 (Medium),Bakery,14,4,28.57
2022Q1,Risk 2 (Medium),CONVENIENT STORE,1,0,0.0
2022Q1,Risk 2 (Medium),Coffee shop,1,0,0.0
2022Q1,Risk 2 (Medium),Grocery Store,97,25,25.77
2022Q1,Risk 2 (Medium),LIVE POULTRY,1,0,0.0
2022Q1,Risk 2 (Medium),LIVE POULTRY SLAUGHTER FACILITY,1,0,0.0
2022Q1,Risk 2 (Medium),Liquor,3,0,0.0
2022Q1,Risk 2 (Medium),MOBIL FOOD PREPARED,1,0,0.0
2022Q1,Risk 2 (Medium),Mobile Food Dispenser,2,0,0.0
2022Q1,Risk 2 (Medium),Mobile Food Preparer,13,4,30.77
2022Q1,Risk 2 (Medium),Other,2,1,50.0
2022Q1,Risk 2 (Medium),POULTRY SLAUGHTER,1,0,0.0
2022Q1,Risk 2 (Medium),ROOF TOP,3,0,0.0
2022Q1,Risk 2 (Medium),ROOF TOPS,2,0,0.0
2022Q1,Risk 2 (Medium),ROOFTOP,4,0,0.0
2022Q1,Risk 2 (Medium),ROOFTOPS,6,0,0.0
2022Q1,Risk 2 (Medium),Restaurant,357,74,20.73
2022Q1,Risk 2 (Medium),School,2,0,0.0
2022Q1,Risk 2 (Medium),Shared Kitchen User (Long Term),2,0,0.0
2022Q1,Risk 2 (Medium),coffee shop,4,4,100.0
2022Q1,Risk 3 (Low),Catering,1,0,0.0
2022Q1,Risk 3 (Low),GAS STATION,3,1,33.33
2022Q1,Risk 3 (Low),GAS STATION/GROCERY,3,0,0.0
2022Q1,Risk 3 (Low),Grocery Store,135,30,22.22
2022Q1,Risk 3 (Low),Liquor,11,3,27.27
2022Q1,Risk 3 (Low),Mobile Food Dispenser,4,0,0.0
2022Q1,Risk 3 (Low),Mobile Prepared Food Vendor,1,0,0.0
2022Q1,Risk 3 (Low),NIGHT CLUB,4,0,0.0
2022Q1,Risk 3 (Low),Restaurant,15,2,13.33
2022Q1,Risk 3 (Low),School,3,0,0.0
2022Q1,Risk 3 (Low),TAVERN,6,5,83.33
2022Q1,Risk 3 (Low),bar,2,0,0.0
2022Q2,Risk 1 (High),ASSISTED LIVING,1,0,0.0
2022Q2,Risk 1 (High),BANQUET HALL/CATERING,1,0,0.0
2022Q2,Risk 1 (High),Bakery,34,8,23.53
2022Q2,Risk 1 (High),CATERING/CAFE,1,0,0.0
2022Q2,Risk 1 (High),CHARTER,1,1,100.0
2022Q2,Risk 1 (High),CHARTER SCHOOL,8,1,12.5
2022Q2,Risk 1 (High),CHARTER SCHOOL CAFETERIA,1,0,0.0
2022Q2,Risk 1 (High),CHURCH KITCHEN,2,1,50.0
2022Q2,Risk 1 (High),CHURCH/SPECIAL EVENTS,1,0,0.0
2022Q2,Risk 1 (High),COMMISARY,1,0,0.0
2022Q2,Risk 1 (High),Catering,27,4,14.81
2022Q2,Risk 1 (High),Children's Services Facility,128,26,20.31
2022Q2,Risk 1 (High),DELI/BAKERY,1,0,0.0
2022Q2,Risk 1 (High),Daycare (2 - 6 Years),16,5,31.25
2022Q2,Risk 1 (High),Daycare (Under 2 Years),2,1,50.0
2022Q2,Risk 1 (High),Daycare Above and Under 2 Years,64,16,25.0
2022Q2,Risk 1 (High),Daycare Combo 1586,1,0,0.0
2022Q2,Risk 1 (High),GROCERY STORE/GAS STATION,2,1,50.0
2022Q2,Risk 1 (High),Golden Diner,13,1,7.69
2022Q2,Risk 1 (High),Grocery Store,172,26,15.12
2022Q2,Risk 1 (High),HIGH SCHOOL KITCHEN,1,0,0.0
2022Q2,Risk 1 (High),HOTEL,3,1,33.33
2022Q2,Risk 1 (High),Hospital,15,2,13.33
2022Q2,Risk 1 (High),Liquor,1,1,100.0
2022Q2,Risk 1 (High),Long Term Care,46,13,28.26
2022Q2,Risk 1 (High),NURSING HOME,2,1,50.0
2022Q2,Risk 1 (High),PRIVATE SCHOOL,5,2,40.0
2022Q2,Risk 1 (High),REHAB CENTER,2,0,0.0
2022Q2,Risk 1 (High),RESTAURANT/BAR,1,0,0.0
2022Q2,Risk 1 (High),RETAIL STORE OFFERS COOKING CLASSES,1,0,0.0
2022Q2,Risk 1 (High),Restaurant,2547,544,21.36
2022Q2,Risk 1 (High),STADIUM,2,0,0.0
2022Q2,Risk 1 (High),SUPPORTIVE LIVING,2,0,0.0
2022Q2,Risk 1 (High),School,343,90,26.24
2022Q2,Risk 1 (High),Shared Kitchen,7,1,14.29
2022Q2,Risk 1 (High),Shared Kitchen User (Long Term),13,1,7.69
2022Q2,Risk 1 (High),Shared Kitchen User (Short Term),1,0,0.0
2022Q2,Risk 1 (High),Shelter,2,0,0.0
2022Q2,Risk 1 (High),UNIVERSITY CAFETERIA,2,1,50.0
2022Q2,Risk 2 (Medium),Bakery,17,1,5.88
2022Q2,Risk 2 (Medium),CHURCH,1,0,0.0
2022Q2,Risk 2 (Medium),Catering,1,0,0.0
2022Q2,Risk 2 (Medium),Grocery Store,92,24,26.09
2022Q2,Risk 2 (Medium),MOBILE FOOD,1,0,0.0
2022Q2,Risk 2 (Medium),MOBILE PUSH CART,1,0,0.0
2022Q2,Risk 2 (Medium),Mobile Food Preparer,29,7,24.14
2022Q2,Risk 2 (Medium),Pop-Up Establishment Host-Tier II,1,0,0.0
2022Q2,Risk 2 (Medium),Pop-Up Food Establishment User-Tier II,1,0,0.0
2022Q2,Risk 2 (Medium),Restaurant,464,110,23.71
2022Q2,Risk 2 (Medium),STADIUM,1,0,0.0
2022Q2,Risk 2 (Medium),School,15,4,26.67
2022Q2,Risk 2 (Medium),Shared Kitchen User (Long Term),11,0,0.0
2022Q2,Risk 2 (Medium),Shared Kitchen User (Short Term),3,0,0.0
2022Q2,Risk 2 (Medium),Special Event,7,1,14.29
2022Q2,Risk 2 (Medium),coffee shop,2,1,50.0
2022Q2,Risk 3 (Low),BAR,2,1,50.0
2022Q2,Risk 3 (Low),COLD STORAGE FACILITY,2,0,0.0
2022Q2,Risk 3 (Low),GAS STATION,4,0,0.0
2022Q2,Risk 3 (Low),GAS STATION/MINI MART,1,0,0.0
2022Q2,Risk 3 (Low),Grocery Store,158,32,20.25
